2095	-1e-05	-3e-05	-5e-05	-1e-05	0	-1e-05	-1e-05	-1e-05	1
2096	-1e-05	-3e-05	-5e-05	-1e-05	0	-1e-05	-1e-05	-1e-05	1
2097	-1e-05	2e-05	0.00017	7e-05	0	-1e-05	0	0	1
2098	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2099	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2100	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2101	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2102	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2103	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2104	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2105	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2106	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2107	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2108	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2109	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2110	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2111	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2112	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2113	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2114	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2115	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2116	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2117	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2118	-2e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-2e-05	1
2119	-1e-05	-3e-05	-0.00013	-8e-05	-4e-05	-1e-05	0	-2e-05	1
2120	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2121	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2122	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2123	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2124	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2125	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2126	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2127	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2128	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2129	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2130	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2131	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2132	-1e-05	-2e-05	-4e-05	0	0	0	-1e-05	-1e-05	1
2133	-1e-05	-1e-05	-5e-05	-4e-05	-3e-05	-2e-05	-2e-05	0	1
2134	-1e-05	-1e-05	-5e-05	-4e-05	-3e-05	-2e-05	-2e-05	0	1
2135	-1e-05	-1e-05	-5e-05	-4e-05	-3e-05	-2e-05	-2e-05	0	1
2136	-1e-05	-1e-05	-5e-05	-4e-05	-3e-05	-2e-05	-2e-05	0	1
2139	-1e-05	-1e-05	-5e-05	-4e-05	-3e-05	-2e-05	-2e-05	0	1
2140	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2141	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2142	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2143	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2144	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2145	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2146	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2147	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2148	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2149	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2150	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2151	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2152	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2153	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2154	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2155	0	0	-2e-05	-4e-05	0	0	-1e-05	0	1
2156	0	-4e-05	2e-05	2e-05	1e-05	0	1e-05	0	1
2157	0	-4e-05	2e-05	2e-05	1e-05	0	1e-05	0	1
2158	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2159	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2160	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2161	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2162	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2164	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2165	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2166	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2167	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2168	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2169	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2170	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2171	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2172	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2173	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2174	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2175	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2176	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2177	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2178	-1e-05	-3e-05	-7e-05	-2e-05	-1e-05	-1e-05	-2e-05	-1e-05	1
2179	-2e-05	2e-05	-1e-05	1e-05	-4e-05	-1e-05	0	-1e-05	1
2180	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2181	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2182	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2183	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2184	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2185	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2186	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2189	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2190	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2191	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2192	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2193	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2194	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2195	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2196	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2197	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2198	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2199	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2200	-1e-05	1e-05	6e-05	8e-05	0	-1e-05	-1e-05	-1e-05	1
2201	-4e-05	-1e-05	1e-05	-1e-05	-2e-05	0	0	-3e-05	1
2202	-4e-05	-1e-05	1e-05	-1e-05	-2e-05	0	0	-3e-05	1
2203	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2204	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2205	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2206	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2207	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2208	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2209	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2210	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2211	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2212	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2213	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2214	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2215	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2216	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2217	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2218	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2219	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2220	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2221	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2222	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2223	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2224	-1e-05	1e-05	1e-05	0	-2e-05	-2e-05	-1e-05	-1e-05	1
2225	-1e-05	-3e-05	-0.00013	-5e-05	0	-2e-05	-3e-05	-1e-05	1
2226	-1e-05	-3e-05	-0.00013	-5e-05	0	-2e-05	-3e-05	-1e-05	1
2227	-1e-05	-3e-05	-0.00013	-5e-05	0	-2e-05	-3e-05	-1e-05	1
2228	-1e-05	-3e-05	-0.00013	-5e-05	0	-2e-05	-3e-05	-1e-05	1
2229	-1e-05	-3e-05	-0.00013	-5e-05	0	-2e-05	-3e-05	-1e-05	1
2230	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2231	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2232	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2233	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2234	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2235	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2236	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2239	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2240	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2241	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2242	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2243	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2244	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2245	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2246	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2247	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2248	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2249	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2250	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2251	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2252	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2253	0	0	3e-05	5e-05	0	-1e-05	-1e-05	1e-05	1
2254	1e-05	-3e-05	-5e-05	1e-05	-4e-05	0	-1e-05	0	1
2255	1e-05	-3e-05	-5e-05	1e-05	-4e-05	0	-1e-05	0	1
2256	0	0	-3e-05	-5e-05	-2e-05	0	-1e-05	-1e-05	1
2257	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2258	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2259	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2260	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2261	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2262	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2263	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2264	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2265	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2266	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2267	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2268	0	0	1e-05	-2e-05	-1e-05	-2e-05	0	-1e-05	1
2269	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2270	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2271	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2272	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2273	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2274	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2275	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2276	-3e-05	0	-1e-05	-2e-05	-2e-05	-2e-05	-2e-05	0	1
2277	-1e-05	-2e-05	-1e-05	-3e-05	-1e-05	-1e-05	-1e-05	-3e-05	1
2278	0	0	-5e-05	-1e-05	-1e-05	-1e-05	0	-3e-05	1
2279	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2280	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2281	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2282	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2283	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2284	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2285	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2286	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2288	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2289	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2290	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2291	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2292	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2293	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2294	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2295	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2296	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2297	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2298	-1e-05	-3e-05	-1e-05	-3e-05	0	0	-1e-05	-2e-05	1
2299	0	6e-05	0.00012	7e-05	1e-05	-1e-05	0	-1e-05	1
2300	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2301	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2303	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2304	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2305	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2306	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2307	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2308	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2309	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2310	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2311	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2312	-2e-05	-2e-05	-8e-05	-7e-05	-2e-05	-2e-05	0	-1e-05	1
2313	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2314	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2315	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2316	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2317	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2318	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2319	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2320	-1e-05	-2e-05	-3e-05	-1e-05	-2e-05	0	-2e-05	0	1
2321	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2322	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2323	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2324	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2325	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2326	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2327	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2328	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2329	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2330	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2331	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2332	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2333	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2334	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2335	1e-05	1e-05	3e-05	9e-05	1e-05	-1e-05	-1e-05	-1e-05	1
2337	0	-2e-05	-3e-05	-4e-05	1e-05	-3e-05	0	1e-05	1
2340	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2341	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2342	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2343	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2344	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2345	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2346	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2347	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2348	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2349	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2350	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2351	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2352	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2353	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2354	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2355	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2356	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2357	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2358	-3e-05	-5e-05	-9e-05	-7e-05	-5e-05	-2e-05	2e-05	0	1
2359	1e-05	1e-05	-5e-05	-5e-05	-2e-05	-2e-05	-1e-05	-2e-05	1
