1	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
5	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
6	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
7	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
8	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
9	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
10	-1e-05	-2e-05	-0.0001	0	3e-05	1e-05	-1e-05	-2e-05	0
11	4e-05	-6e-05	-4e-05	0	0	0	0	1e-05	0
12	2e-05	2e-05	3e-05	3e-05	-2e-05	1e-05	-1e-05	-3e-05	0
13	2e-05	2e-05	3e-05	3e-05	-2e-05	1e-05	-1e-05	-3e-05	0
14	2e-05	2e-05	3e-05	3e-05	-2e-05	1e-05	-1e-05	-3e-05	0
15	2e-05	2e-05	3e-05	3e-05	-2e-05	1e-05	-1e-05	-3e-05	0
16	2e-05	2e-05	3e-05	3e-05	-2e-05	1e-05	-1e-05	-3e-05	0
17	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
18	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
19	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
20	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
21	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
22	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
23	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
24	-2e-05	5e-05	6e-05	1e-05	-1e-05	-8e-05	1e-05	-2e-05	0
25	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
26	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
27	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
28	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
29	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
30	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
31	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
33	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
34	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
36	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
37	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
38	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
39	-3e-05	-1e-05	1e-05	1e-05	4e-05	3e-05	-2e-05	-2e-05	0
40	-4e-05	-4e-05	-2e-05	-5e-05	-8e-05	2e-05	-3e-05	-3e-05	0
41	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
42	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
43	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
44	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
45	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
46	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
47	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
48	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
49	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
50	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
51	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
52	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
53	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
54	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
55	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
56	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
57	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
58	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
59	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
60	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
61	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
62	-1e-05	-2e-05	-2e-05	-2e-05	-6e-05	2e-05	4e-05	-1e-05	0
63	1e-05	2e-05	-3e-05	-5e-05	0	2e-05	-1e-05	3e-05	0
64	2e-05	1e-05	-4e-05	0	-1e-05	-4e-05	-1e-05	1e-05	0
65	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
66	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
67	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
68	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
69	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
70	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
71	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
72	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
73	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
74	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
75	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
76	-1e-05	-2e-05	0	4e-05	6e-05	-0.00011	0	-2e-05	0
77	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
78	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
79	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
80	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
81	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
82	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
83	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
84	-3e-05	-3e-05	2e-05	-2e-05	-2e-05	-6e-05	1e-05	-3e-05	0
85	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
86	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
88	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
89	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
90	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
91	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
92	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
93	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
94	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
95	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
96	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
97	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
98	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
99	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
100	0	0	-6e-05	-1e-05	0	6e-05	2e-05	0	0
101	4e-05	-2e-05	3e-05	3e-05	0	2e-05	-3e-05	-1e-05	0
102	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
103	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
104	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
105	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
106	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
107	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
108	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
109	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
110	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
111	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
112	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
113	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
114	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
115	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
116	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
117	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
118	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
119	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
120	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
121	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
122	1e-05	0	-2e-05	-4e-05	-5e-05	0	0	-2e-05	0
123	-5e-05	0	1e-05	-3e-05	-2e-05	0	-6e-05	-1e-05	0
124	-3e-05	-1e-05	0	-1e-05	1e-05	-3e-05	-3e-05	-1e-05	0
125	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
126	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
127	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
128	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
129	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
130	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
131	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
132	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
133	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
134	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
135	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
136	-1e-05	4e-05	-1e-05	-4e-05	0	-2e-05	-4e-05	2e-05	0
138	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
139	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
140	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
141	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
142	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
143	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
144	-2e-05	-2e-05	-7e-05	1e-05	-2e-05	-1e-05	0	0	0
