0	-1e-05	-2e-05	-1e-05	-5e-05	-6e-05	-4e-05	-1e-05	-2e-05	0
3	-2e-05	0	0.00011	6e-05	-0.00013	-4e-05	0	1e-05	0
4	-2e-05	0	0.00011	6e-05	-0.00013	-4e-05	0	1e-05	0
5	-2e-05	0	0.00011	6e-05	-0.00013	-4e-05	0	1e-05	0
6	-2e-05	0	0.00011	6e-05	-0.00013	-4e-05	0	1e-05	0
7	-2e-05	0	0.00011	6e-05	-0.00013	-4e-05	0	1e-05	0
8	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
9	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
10	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
11	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
12	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
13	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
14	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
15	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
16	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
17	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
18	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
19	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
20	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
21	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
22	0	0	-5e-05	-6e-05	0.00014	-2e-05	-1e-05	0	0
23	-2e-05	0	-4e-05	-9e-05	3e-05	3e-05	-3e-05	-1e-05	0
24	-3e-05	1e-05	5e-05	0.00014	0.00027	0.0001	0	4e-05	0
25	-3e-05	1e-05	5e-05	0.00014	0.00027	0.0001	0	4e-05	0
26	-3e-05	1e-05	5e-05	0.00014	0.00027	0.0001	0	4e-05	0
27	-3e-05	1e-05	5e-05	0.00014	0.00027	0.0001	0	4e-05	0
28	-3e-05	1e-05	5e-05	0.00014	0.00027	0.0001	0	4e-05	0
