1985	1e-05	-2e-05	-1e-05	-1e-05	-1e-05	0	0	-2e-05	1
1988	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1989	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1990	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1991	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1992	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1993	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1994	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1995	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1996	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1997	2e-05	-2e-05	-1e-05	-1e-05	-1e-05	-1e-05	0	-1e-05	1
1998	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
1999	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2000	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2001	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2002	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2003	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2004	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2005	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2006	5e-05	-1e-05	-1e-05	-3e-05	-2e-05	-3e-05	-2e-05	7e-05	1
2007	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2008	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2009	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2010	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2011	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2012	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2013	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2014	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2015	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2016	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2017	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2018	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2019	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2020	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2021	-4e-05	-1e-05	-1e-05	0	1e-05	-1e-05	-2e-05	-7e-05	1
2022	0	-1e-05	0	-1e-05	-2e-05	-3e-05	-4e-05	3e-05	1
2023	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2024	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2025	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2026	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2027	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2028	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2029	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2030	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2031	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2032	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2033	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2034	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2035	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2036	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2038	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2039	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2040	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2041	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2042	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2043	-2e-05	-1e-05	1e-05	-2e-05	-2e-05	0	0	-5e-05	1
2044	-5e-05	-3e-05	0	-1e-05	-3e-05	0	2e-05	-4e-05	1
2045	-5e-05	-3e-05	0	-1e-05	-3e-05	0	2e-05	-4e-05	1
2046	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
2047	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
2048	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
2049	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
2050	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
2051	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
2052	-2e-05	0	-1e-05	0	-2e-05	-3e-05	0	1e-05	1
