1056	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1058	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1059	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1060	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1061	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1062	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1063	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1064	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1065	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1066	-2e-05	-1e-05	1e-05	1e-05	-1e-05	-2e-05	-1e-05	-2e-05	1
1067	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1068	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1069	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1070	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1071	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1072	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1073	-2e-05	-2e-05	4e-05	0	0	-3e-05	-1e-05	-2e-05	1
1074	-1e-05	-4e-05	-5e-05	-1e-05	0	0	0	-1e-05	1
1075	-1e-05	-4e-05	-5e-05	-1e-05	0	0	0	-1e-05	1
1076	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
1077	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
1078	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
1079	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
1080	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
1081	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
1082	0	-2e-05	-1e-05	-1e-05	2e-05	1e-05	-3e-05	0	1
